Anchore Raw,Anchore Unique,Anchore Translation,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
,,,CVE-2017-8421,CVE-2017-8421,,#N/A,,,,,,
,,,CVE-2017-8804,CVE-2017-8804,,#N/A,,,,,,
,,,CVE-2017-8817,CVE-2017-8817,,#N/A,,,,,,
,,,CVE-2017-8872,CVE-2017-8872,,#N/A,,,,,,
,,,CVE-2017-9038,CVE-2017-9038,,#N/A,,,,,,
,,,CVE-2017-9039,CVE-2017-9039,,#N/A,,,,,,
,,,CVE-2017-9040,CVE-2017-9040,,#N/A,,,,,,
,,,CVE-2017-9041,CVE-2017-9041,,#N/A,,,,,,
,,,CVE-2017-9042,CVE-2017-9042,,#N/A,,,,,,
,,,CVE-2017-9043,CVE-2017-9043,,#N/A,,,,,,
,,,CVE-2017-9044,CVE-2017-9044,,#N/A,,,,,,
,,,CVE-2017-9047,CVE-2017-9047,,#N/A,,,,,,
,,,CVE-2017-9048,CVE-2017-9048,,#N/A,,,,,,
,,,CVE-2017-9049,CVE-2017-9049,,#N/A,,,,,,
,,,CVE-2017-9050,CVE-2017-9050,,#N/A,,,,,,
,,,CVE-2017-9233,CVE-2017-9233,,#N/A,,,,,,
,,,CVE-2017-9287,CVE-2017-9287,,82,,,,,,
,,,CVE-2017-9742,CVE-2017-9742,,#N/A,,,,,,
,,,CVE-2017-9743,CVE-2017-9743,,#N/A,,,,,,
,,,CVE-2017-9744,CVE-2017-9744,,#N/A,,,,,,
,,,CVE-2017-9745,CVE-2017-9745,,#N/A,,,,,,
,,,CVE-2017-9746,CVE-2017-9746,,#N/A,,,,,,
,,,CVE-2017-9747,CVE-2017-9747,,#N/A,,,,,,
,,,CVE-2017-9748,CVE-2017-9748,,#N/A,,,,,,
,,,CVE-2017-9749,CVE-2017-9749,,#N/A,,,,,,
,,,CVE-2017-9750,CVE-2017-9750,,#N/A,,,,,,
,,,CVE-2017-9751,CVE-2017-9751,,#N/A,,,,,,
,,,CVE-2017-9752,CVE-2017-9752,,#N/A,,,,,,
,,,CVE-2017-9753,CVE-2017-9753,,#N/A,,,,,,
,,,CVE-2017-9754,CVE-2017-9754,,#N/A,,,,,,
,,,CVE-2017-9755,CVE-2017-9755,,#N/A,,,,,,
,,,CVE-2017-9756,CVE-2017-9756,,#N/A,,,,,,
,,,CVE-2017-9954,CVE-2017-9954,,#N/A,,,,,,
,,,CVE-2017-9955,CVE-2017-9955,,#N/A,,,,,,
,,,CVE-2018-0495,CVE-2018-0495,,#N/A,,,,,,
,,,CVE-2018-0732,CVE-2018-0732,,#N/A,,,,,,
,,,CVE-2018-0737,CVE-2018-0737,,#N/A,,,,,,
,,,CVE-2018-0739,CVE-2018-0739,,#N/A,,,,,,
,,,CVE-2018-1000001,CVE-2018-1000001,,83,,,,,,
,,,CVE-2018-1000007,CVE-2018-1000007,,#N/A,,,,,,
,,,CVE-2018-1000030,CVE-2018-1000030,,#N/A,,,,,,
,,,CVE-2018-1000120,CVE-2018-1000120,,#N/A,,,,,,
,,,CVE-2018-1000121,CVE-2018-1000121,,#N/A,,,,,,
,,,CVE-2018-1000122,CVE-2018-1000122,,#N/A,,,,,,
,,,CVE-2018-1000301,CVE-2018-1000301,,#N/A,,,,,,
,,,CVE-2018-1000654,CVE-2018-1000654,,#N/A,,,,,,
,,,CVE-2018-10372,CVE-2018-10372,,84,,,,,,
,,,CVE-2018-10373,CVE-2018-10373,,85,,,,,,
,,,CVE-2018-1049,CVE-2018-1049,,86,,,,,,
,,,CVE-2018-10534,CVE-2018-10534,,87,,,,,,
,,,CVE-2018-10535,CVE-2018-10535,,88,,,,,,
,,,CVE-2018-1060,CVE-2018-1060,,89,,,,,,
,,,CVE-2018-1061,CVE-2018-1061,,90,,,,,,
,,,CVE-2018-10733,CVE-2018-10733,,#N/A,,,,,,
,,,CVE-2018-10767,CVE-2018-10767,,#N/A,,,,,,
,,,CVE-2018-10768,CVE-2018-10768,,#N/A,,,,,,
,,,CVE-2018-10897,CVE-2018-10897,,91,,,,,,
,,,CVE-2018-1113,CVE-2018-1113,,#N/A,,,,,,
,,,CVE-2018-1121,CVE-2018-1121,,#N/A,,,,,,
,,,CVE-2018-1122,CVE-2018-1122,,#N/A,,,,,,
,,,CVE-2018-11236,CVE-2018-11236,,#N/A,,,,,,
,,,CVE-2018-11237,CVE-2018-11237,,#N/A,,,,,,
,,,CVE-2018-1124,CVE-2018-1124,,92,,,,,,
,,,CVE-2018-1126,CVE-2018-1126,,93,,,,,,
,,,CVE-2018-12020,CVE-2018-12020,,94,,,,,,
,,,CVE-2018-12384,CVE-2018-12384,,95,,,,,,
,,,CVE-2018-12910,CVE-2018-12910,,#N/A,,,,,,
,,,CVE-2018-13033,CVE-2018-13033,,96,,,,,,
,,,CVE-2018-13988,CVE-2018-13988,,#N/A,,,,,,
,,,CVE-2018-19211,CVE-2018-19211,,#N/A,,,,,,
,,,CVE-2018-19217,CVE-2018-19217,,#N/A,,,,,,
,,,CVE-2018-5729,CVE-2018-5729,,97,,,,,,
,,,CVE-2018-5730,CVE-2018-5730,,98,,,,,,
,,,CVE-2018-5740,CVE-2018-5740,,99,,,,,,
,,,CVE-2018-6003,CVE-2018-6003,,#N/A,,,,,,
,,,CVE-2018-6323,CVE-2018-6323,,#N/A,,,,,,
,,,CVE-2018-6485,CVE-2018-6485,,100,,,,,,
,,,CVE-2018-6759,CVE-2018-6759,,#N/A,,,,,,
,,,CVE-2018-6872,CVE-2018-6872,,#N/A,,,,,,
,,,CVE-2018-7208,CVE-2018-7208,,101,,,,,,
,,,CVE-2018-7568,CVE-2018-7568,,102,,,,,,
,,,CVE-2018-7569,CVE-2018-7569,,103,,,,,,
,,,CVE-2018-7642,CVE-2018-7642,,104,,,,,,
,,,CVE-2018-7643,CVE-2018-7643,,105,,,,,,
,,,CVE-2018-8945,CVE-2018-8945,,106,,,,,,
