anchore-cli image vuln docker.io/ubuntu:latest all
Vulnerability ID        Package                                  Severity          Fix         Vulnerability URL
CVE-2018-7169           passwd-1:4.5-1ubuntu1                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-7169
CVE-2017-17426          libc-bin-2.27-3ubuntu1                   Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-17426
CVE-2017-17426          libc6-2.27-3ubuntu1                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-17426
CVE-2017-8804           libc-bin-2.27-3ubuntu1                   Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8804
CVE-2017-8804           libc6-2.27-3ubuntu1                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8804
CVE-2018-6485           libc-bin-2.27-3ubuntu1                   Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6485
CVE-2018-6485           libc6-2.27-3ubuntu1                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6485
CVE-2018-6551           libc-bin-2.27-3ubuntu1                   Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6551
CVE-2018-6551           libc6-2.27-3ubuntu1                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6551
CVE-2016-10228          libc-bin-2.27-3ubuntu1                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10228
CVE-2016-10228          libc6-2.27-3ubuntu1                      Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10228
CVE-2017-10684          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10685          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-11112          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11113          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-13728          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13729          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13730          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13731          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13732          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13733          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13734          libncurses5-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          libncursesw5-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          libtinfo5-6.1-1ubuntu1.18.04             Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          ncurses-base-6.1-1ubuntu1.18.04          Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          ncurses-bin-6.1-1ubuntu1.18.04           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-7245           libpcre3-2:8.39-9                        Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7245
CVE-2017-7246           libpcre3-2:8.39-9                        Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7246
CVE-2017-8283           dpkg-1.19.0.5ubuntu2.1                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8283
