Vulnerability ID        Package                                                           Severity          Fix         Vulnerability URL
CVE-2016-9840           zlib1g-1:1.2.8.dfsg-2ubuntu4.1                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-9840
CVE-2016-9841           zlib1g-1:1.2.8.dfsg-2ubuntu4.1                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-9841
CVE-2016-9842           zlib1g-1:1.2.8.dfsg-2ubuntu4.1                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-9842
CVE-2016-9843           zlib1g-1:1.2.8.dfsg-2ubuntu4.1                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-9843
CVE-2017-1000382        vim-2:7.4.1689-3ubuntu1.2                                         Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000382
CVE-2017-1000382        vim-common-2:7.4.1689-3ubuntu1.2                                  Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000382
CVE-2017-1000382        vim-runtime-2:7.4.1689-3ubuntu1.2                                 Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000382
CVE-2017-10989          libsqlite3-0-3.11.0-1ubuntu1                                      Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10989
CVE-2017-11109          vim-2:7.4.1689-3ubuntu1.2                                         Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11109
CVE-2017-11109          vim-common-2:7.4.1689-3ubuntu1.2                                  Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11109
CVE-2017-11109          vim-runtime-2:7.4.1689-3ubuntu1.2                                 Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11109
CVE-2017-11462          libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11462
CVE-2017-11462          libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11462
CVE-2017-11462          libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11462
CVE-2017-11462          libkrb5support0-1.13.2+dfsg-5ubuntu2                              Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11462
CVE-2017-12133          libc-bin-2.23-0ubuntu10                                           Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12133
CVE-2017-12133          libc6-2.23-0ubuntu10                                              Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12133
CVE-2017-12133          multiarch-support-2.23-0ubuntu10                                  Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12133
CVE-2017-12424          login-1:4.2-3.1ubuntu5.3                                          Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12424
CVE-2017-12424          passwd-1:4.2-3.1ubuntu5.3                                         Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12424
CVE-2017-14159          libldap-2.4-2-2.4.42+dfsg-2ubuntu3.3                              Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-14159
CVE-2017-2518           libsqlite3-0-3.11.0-1ubuntu1                                      Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2518
CVE-2017-2520           libsqlite3-0-3.11.0-1ubuntu1                                      Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2520
CVE-2017-5953           vim-2:7.4.1689-3ubuntu1.2                                         Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5953
CVE-2017-5953           vim-common-2:7.4.1689-3ubuntu1.2                                  Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5953
CVE-2017-5953           vim-runtime-2:7.4.1689-3ubuntu1.2                                 Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5953
CVE-2017-6004           libpcre3-2:8.38-3.1                                               Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6004
CVE-2017-6594           libasn1-8-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1           Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libgssapi3-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1          Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libhcrypto4-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1         Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libheimbase1-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1        Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libheimntlm0-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1        Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libhx509-5-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1          Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libkrb5-26-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1          Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libroken18-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1          Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-6594           libwind0-heimdal-1.7~git20150920+dfsg-4ubuntu1.16.04.1            Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6594
CVE-2017-7186           libpcre3-2:8.38-3.1                                               Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7186
CVE-2017-7244           libpcre3-2:8.38-3.1                                               Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7244
CVE-2018-0732           libssl1.0.0-1.0.2g-1ubuntu4.13                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0732
CVE-2018-0732           openssl-1.0.2g-1ubuntu4.13                                        Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0732
CVE-2018-0737           libssl1.0.0-1.0.2g-1ubuntu4.13                                    Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0737
CVE-2018-0737           openssl-1.0.2g-1ubuntu4.13                                        Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0737
CVE-2018-7169           login-1:4.2-3.1ubuntu5.3                                          Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-7169
CVE-2018-7169           passwd-1:4.2-3.1ubuntu5.3                                         Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-7169
CVE-2018-8740           libsqlite3-0-3.11.0-1ubuntu1                                      Low               None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-8740
CVE-2015-8629           libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629
CVE-2015-8629           libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629
CVE-2015-8629           libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629
CVE-2015-8629           libkrb5support0-1.13.2+dfsg-5ubuntu2                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629
CVE-2015-8630           libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630
CVE-2015-8630           libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630
CVE-2015-8630           libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630
CVE-2015-8630           libkrb5support0-1.13.2+dfsg-5ubuntu2                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630
CVE-2015-8631           libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631
CVE-2015-8631           libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631
CVE-2015-8631           libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631
CVE-2015-8631           libkrb5support0-1.13.2+dfsg-5ubuntu2                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631
CVE-2016-1585           libapparmor1-2.10.95-0ubuntu2.10                                  Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-1585
CVE-2016-3119           libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119
CVE-2016-3119           libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119
CVE-2016-3119           libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119
CVE-2016-3119           libkrb5support0-1.13.2+dfsg-5ubuntu2                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119
CVE-2016-3120           libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120
CVE-2016-3120           libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120
CVE-2016-3120           libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120
CVE-2016-3120           libkrb5support0-1.13.2+dfsg-5ubuntu2                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120
CVE-2017-11368          libgssapi-krb5-2-1.13.2+dfsg-5ubuntu2                             Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368
CVE-2017-11368          libk5crypto3-1.13.2+dfsg-5ubuntu2                                 Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368
CVE-2017-11368          libkrb5-3-1.13.2+dfsg-5ubuntu2                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368
CVE-2017-11368          libkrb5support0-1.13.2+dfsg-5ubuntu2                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368
CVE-2017-12132          libc-bin-2.23-0ubuntu10                                           Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12132
CVE-2017-12132          libc6-2.23-0ubuntu10                                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12132
CVE-2017-12132          multiarch-support-2.23-0ubuntu10                                  Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12132
CVE-2017-7000           libsqlite3-0-3.11.0-1ubuntu1                                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7000
CVE-2017-7001           libsqlite3-0-3.11.0-1ubuntu1                                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7001
CVE-2017-7002           libsqlite3-0-3.11.0-1ubuntu1                                      Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7002
CVE-2017-8804           libc-bin-2.23-0ubuntu10                                           Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8804
CVE-2017-8804           libc6-2.23-0ubuntu10                                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8804
CVE-2017-8804           multiarch-support-2.23-0ubuntu10                                  Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8804
CVE-2018-0495           libssl1.0.0-1.0.2g-1ubuntu4.13                                    Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0495
CVE-2018-0495           openssl-1.0.2g-1ubuntu4.13                                        Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0495
CVE-2018-6485           libc-bin-2.23-0ubuntu10                                           Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6485
CVE-2018-6485           libc6-2.23-0ubuntu10                                              Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6485
CVE-2018-6485           multiarch-support-2.23-0ubuntu10                                  Medium            None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-6485
CVE-2016-10228          libc-bin-2.23-0ubuntu10                                           Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10228
CVE-2016-10228          libc6-2.23-0ubuntu10                                              Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10228
CVE-2016-10228          multiarch-support-2.23-0ubuntu10                                  Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10228
CVE-2017-10684          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10684          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10684
CVE-2017-10685          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-10685          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10685
CVE-2017-11112          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11112          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11112
CVE-2017-11113          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-11113          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11113
CVE-2017-13685          libsqlite3-0-3.11.0-1ubuntu1                                      Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13685
CVE-2017-13728          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13728          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13728
CVE-2017-13729          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13729          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13729
CVE-2017-13730          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13730          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13730
CVE-2017-13731          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13731          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13731
CVE-2017-13732          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13732          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13732
CVE-2017-13733          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13733          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13733
CVE-2017-13734          libncurses5-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          libncursesw5-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          libtinfo5-6.0+20160213-1ubuntu1                                   Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          ncurses-base-6.0+20160213-1ubuntu1                                Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-13734          ncurses-bin-6.0+20160213-1ubuntu1                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-13734
CVE-2017-2519           libsqlite3-0-3.11.0-1ubuntu1                                      Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2519
CVE-2017-6349           vim-2:7.4.1689-3ubuntu1.2                                         Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6349
CVE-2017-6349           vim-common-2:7.4.1689-3ubuntu1.2                                  Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6349
CVE-2017-6349           vim-runtime-2:7.4.1689-3ubuntu1.2                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6349
CVE-2017-6350           vim-2:7.4.1689-3ubuntu1.2                                         Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6350
CVE-2017-6350           vim-common-2:7.4.1689-3ubuntu1.2                                  Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6350
CVE-2017-6350           vim-runtime-2:7.4.1689-3ubuntu1.2                                 Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6350
CVE-2017-7245           libpcre3-2:8.38-3.1                                               Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7245
CVE-2017-7246           libpcre3-2:8.38-3.1                                               Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7246
CVE-2017-8283           dpkg-1.18.4ubuntu1.4                                              Negligible        None        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8283
